collection_no,collection_name,lng,lat,mid_ma,formation,n_occurrences,n_genera,n_herbivore,n_predator
18981,Monarch Mill (Lower),-118.5,39.5,14.186499999999999,Monarch Mill,1,1,1,0
18982,Monarch Mill (Upper),-118.5,39.5,14.186499999999999,Monarch Mill,5,2,4,1
18983,Mount Lewis,-116.900002,39.900002,14.186499999999999,Humboldt,2,0,2,0
18984,Mount Wilson,-119.199997,39.0,7.050000000000001,,2,1,2,0
18985,Muddy Valley,-114.300003,37.799999,7.050000000000001,Muddy Creek,1,0,1,0
18986,Near Craig,-108.099998,40.599998,10.95,Browns Park,1,1,0,1
18987,Nightingale Road,-118.5,39.5,10.95,Truckee,5,2,2,3
18988,North Carlin,-115.5,41.0,14.186499999999999,Humboldt,1,1,1,0
18989,Northeast of Battle Mountain,-115.5,41.0,14.186499999999999,,2,2,2,0
18990,North Pilgrim 2,-110.800003,43.900002,14.4,Colter,13,10,12,0
18991,Northwest of Elko Airport,-115.5,41.0,17.4,,2,2,2,0
18992,Notch Butte,-118.0,43.0,14.186499999999999,,4,1,4,0
18993,Old Schneider Ranch (UCMP V-4830),-119.300003,44.5,14.186499999999999,Mascall,4,3,3,1
18994,Old Schneider Ranch (UCMP V-4831),-119.300003,44.5,14.186499999999999,Mascall,3,3,3,0
18995,Old Schneider Ranch (UCMP V-4832),-119.300003,44.5,14.186499999999999,Mascall,3,2,3,0
18996,Old Stiener Ranch,-116.900002,39.900002,7.050000000000001,,1,1,1,0
18997,Old Wagonroad,-112.0,45.200001,14.186499999999999,Sixmile Creek,3,1,3,0
18998,Old Windmill,-112.0,45.200001,10.95,Sixmile Creek,3,0,3,0
18999,Otis Basin,-118.699997,42.700001,7.050000000000001,Drewsey,12,7,11,0
19000,Owl Gully,-110.5,45.799999,14.186499999999999,Hepburn's Mesa,14,9,14,0
19001,Oxbow Basin,-117.5,43.599998,14.186499999999999,,1,1,1,0
19002,Parrot Bench (MV 6101),-112.0,45.200001,14.186499999999999,Sixmile Creek,2,1,2,0
19003,Parrot Bench (MV 6206),-112.0,45.200001,7.050000000000001,Sixmile Creek,1,1,1,0
19004,Parrot Bench (MV 6228),-112.0,45.200001,14.186499999999999,Sixmile Creek,1,0,1,0
19005,Parrot Bench (MV 6227),-112.0,45.200001,14.186499999999999,Sixmile Creek,1,0,1,0
19006,Paulina Creek,-120.5,44.200001,14.4,,2,2,2,0
19007,Peterson Ridge,-106.300003,40.700001,14.186499999999999,North Park,1,0,1,0
19008,Piney River,-106.599998,39.799999,14.186499999999999,North Park,5,3,3,2
19009,Prison Farm Gravel Pit,-112.800003,46.400002,8.4815,,1,1,0,1
19010,Quartz Basin (UO 2453),-117.5,43.599998,14.4,Deer Butte,2,1,2,0
19011,Quartz Basin (UO 2465),-117.5,43.599998,14.4,Deer Butte,27,19,15,5
19012,Rabbitt Creek,-111.0,46.5,14.186499999999999,Deep River,5,2,4,1
19013,Railroad Canyon,-113.599998,45.0,14.4,Railroad Canyon Beds,21,9,18,2
19014,Raine Ranch Formation (UCMP V-5433),-115.5,41.0,14.4,Raine Ranch,1,1,0,1
19015,Rattlesnake,-119.300003,44.5,7.050000000000001,Rattlesnake,33,23,23,9
19016,Rattlesnake Hills,-108.199997,43.200001,17.4,Split Rock,1,1,0,1
19017,Red Basin (UO 2495),-117.5,43.599998,14.4,Butte Creek,32,28,18,4
19018,Red Basin (UO 2496),-117.5,43.599998,14.4,Butte Creek,2,2,2,0
19019,Red Basin (UO 2497),-117.5,43.599998,14.4, Volcanic Sandstone,11,9,10,1
19020,Red Basin (UO 2498),-117.5,43.599998,14.4,Butte Creek,2,2,2,0
19021,Red Mountain,-116.099998,40.700001,14.186499999999999,,1,1,1,0
19022,Reese River Crossing,-116.900002,39.900002,14.186499999999999,Humboldt,1,0,1,0
19023,Reynolds Creek,-118.0,43.0,10.95,Poison Creek,3,2,1,2
19024,River Road local fauna,-119.099998,46.299999,7.050000000000001,Ringold,2,1,2,0
19025,Riverside (UCMP V-4833),-119.300003,44.5,14.186499999999999,Mascall,5,4,5,0
19026,Riverside (UCMP V-4944),-119.300003,44.5,14.186499999999999,Mascall,1,0,1,0
19027,Riverside (UCMP V-4834),-119.300003,44.5,14.4,Mascall,11,5,10,1
19028,Riverside (UCMP V-4835),-119.300003,44.5,14.186499999999999,Mascall,7,4,6,1
19029,Riverside (UO 2489),-117.5,43.599998,10.95,,1,1,0,0
19030,Road Cut,-115.5,41.0,14.186499999999999,,2,1,2,0
19031,Rock Creek (Mascall),-119.667778,44.516945,14.4,Mascall,15,9,12,2
19032,Rockland,-112.900002,42.799999,14.186499999999999,Starlight,3,0,3,0
19033,Rockland (IMNH 67004),-112.900002,42.799999,14.186499999999999,Starlight,1,1,0,0
19034,Rockland Valley Gravel Quarry,-112.900002,42.799999,7.050000000000001,Starlight,9,5,8,1
19035,Roglove,-115.5,41.0,10.95,,10,8,8,2
19036,Rome,-117.5,43.599998,10.95,,25,17,15,7
19037,Rose Creek Member,-119.300003,44.5,20.8,John Day,12,8,9,3
19038,Ruby River Basin No.5,-112.0,45.200001,14.186499999999999,"""Madison Valley Equivalent""",5,4,4,1
19039,Ruby River Basin No.6,-112.0,45.200001,15.5,"""Madison Valley Equivalent""",2,0,2,0
19040,Sand Hill,-115.5,41.0,14.186499999999999,,6,3,6,0
19041,Sands,-118.0,43.0,10.95,Poison Creek,2,0,2,0
19042,Sant Ranch,-112.0,45.200001,14.186499999999999,Sixmile Creek,1,1,1,0
19043,Saratoga Valley (Lewis),-107.0,41.799999,8.4815,North Park,2,1,2,0
19044,Saratoga Valley (Montagne & Barnes),-107.0,41.799999,8.4815,North Park,5,3,5,0
19045,Saratoga Valley (McGrew),-107.0,41.799999,8.4815,North Park,5,2,5,0
19046,Roy Saunders Locality,-110.800003,43.900002,17.4,Colter,2,2,2,0
19047,Shield Mountain,-106.900002,40.099998,14.186499999999999,North Park,2,0,2,0
19048,Silver Springs (LACM 1179),-118.849998,39.25,14.186499999999999,Truckee,2,1,2,0
19049,Silver Springs (LACM 6270),-118.849998,39.25,14.186499999999999,Truckee,1,1,1,0
19050,Silver Springs (LACM 6272),-118.849998,39.25,14.186499999999999,Truckee,3,1,3,0
19051,Silver Springs (LACM 6273),-118.849998,39.25,14.186499999999999,Truckee,1,1,1,0
19052,Silver Springs (LACM 6274),-118.849998,39.25,14.186499999999999,Truckee,2,2,2,0
19053,Silver Springs (LACM 6275),-118.849998,39.25,14.186499999999999,Truckee,2,2,2,0
19054,Silver Springs (LACM 6276),-118.849998,39.25,7.050000000000001,Truckee,8,4,7,1
190543,Niobrara River (coll. Hayden 1857),-102.5,42.700001,12.850000000000001,Loup Fork,12,10,6,6
19055,Silver Springs (LACM 6277),-118.849998,39.25,14.186499999999999,Truckee,2,1,2,0
19056,Skull Spring,-117.5,43.599998,14.4,Butte Creek,25,19,17,8
19057,Smiths Valley (CIT 174),-119.199997,39.0,7.050000000000001,Coal Valley,8,6,7,1
19058,Smiths Valley (CIT 175),-119.199997,39.0,7.050000000000001,,2,1,1,1
19059,Smiths Valley (CIT 177),-119.199997,39.0,7.050000000000001,,3,2,3,0
19060,Smiths Valley (UCMP V-4715),-119.199997,39.0,7.050000000000001,,2,2,1,1
19061,Snyder Ranch,-119.5,42.200001,14.4,,1,1,0,0
19062,Southeast of Cook Ranch,-112.800003,45.0,14.186499999999999,,1,1,1,0
19063,South Fork (UCMP V-4949),-120.5,44.200001,14.186499999999999,Mascall,7,3,7,0
19064,South Fork (UCMP V-4950),-120.5,44.200001,14.186499999999999,Mascall,2,0,2,0
19065,South Pine Valley,-116.099998,40.700001,14.186499999999999,Humboldt,1,1,1,0
19066,South Reese River,-116.900002,39.900002,14.186499999999999,Humboldt,3,0,2,1
19067,South Side of Sand Hollow Gulch,-112.800003,46.400002,14.186499999999999,,5,3,5,0
19068,Southwest of Whitehall (MV 6206),-112.0,46.0,14.186499999999999,Sixmile Creek,2,1,2,0
19069,Southwest of Whitehall (MV 6209),-112.0,46.0,14.186499999999999,Sixmile Creek,1,1,1,0
19070,Southwest of Whitehall (MV 6225),-112.0,46.0,14.186499999999999,Sixmile Creek,1,0,1,0
19071,Southwest of Whitehall (MV 6305),-112.0,46.0,14.186499999999999,Sixmile Creek,1,0,1,0
19072,Southwest of Whitehall (MV 6306),-112.0,46.0,14.186499999999999,Sixmile Creek,1,0,1,0
19073,Split Rock (UCMP V-69190),-108.199997,43.200001,17.4,Arikaree,33,23,26,5
19074,Split Rock (UCMP V-69191),-108.199997,43.200001,17.4,Arikaree,33,23,21,7
19075,Split Rock (UCMP V-69192),-108.199997,43.200001,17.4,Arikaree,32,23,20,7
19076,Split Rock (UCMP V-77144),-107.099998,43.200001,17.4,Arikaree,19,14,13,2
19077,Split Rock (UCMP V-77145),-107.099998,43.200001,17.4,Arikaree,12,8,8,1
19078,Split Rock (UCMP V-77146),-108.199997,43.200001,17.4,Arikaree,16,11,13,1
19079,Split Rock (UCMP V-77147),-108.199997,43.200001,17.4,Arikaree,12,9,8,2
19080,Split Rock (UCMP V-77148),-108.199997,43.200001,17.4,Arikaree,5,4,4,1
19081,Split Rock (UCMP V-77149),-108.199997,43.200001,17.4,Arikaree,17,11,13,2
19082,Split Rock (UCMP V-77150),-107.099998,43.200001,17.4,Arikaree,3,1,3,0
19083,Split Rock (UCMP V-77151),-107.099998,43.200001,17.4,Arikaree,5,3,4,1
19084,Spring Creek 1 (Level 2),-111.0,46.5,15.5,Deep River,6,3,5,0
19085,Star Valley (IMNH 67001),-116.966667,42.016666,7.050000000000001,,18,9,13,5
19086,Star Valley (IMNH 69004),-118.0,43.0,14.186499999999999,,2,0,2,0
19087,Star Valley (USGS M1062),-118.0,43.0,14.186499999999999,,7,3,5,2
19088,Stewart Spring,-117.900002,38.25,14.4,Esmeralda,35,22,24,7
19089,Stinking Water Creek,-118.699997,42.700001,14.186499999999999,,2,2,1,1
19090,Stroud Claim,-114.900002,43.0,7.050000000000001,Hole-in-the-wall Diatomite,2,2,2,0
19091,Substation Locality,-106.099998,40.200001,14.186499999999999,Troublesome,1,1,0,1
19092,Sucker Creek,-117.5,43.599998,14.4,Sucker Creek,22,13,19,3
19093,The Dalles Basin,-121.300003,44.900002,10.95,The Dalles,1,1,0,1
19094,The Dalles Beds,-121.300003,44.900002,14.186499999999999,,1,0,1,0
19095,Thousand Creek Formation,-117.800003,41.099998,7.050000000000001,Thousand Creek,30,24,22,7
19096,Three Mile Creek,-114.199997,45.900002,8.6,,1,0,1,0
19097,Tonopah,-117.300003,38.099998,14.4,,20,18,11,8
19098,Triolite Mine,-115.5,41.0,14.186499999999999,Humboldt,1,0,1,0
19099,Two Ocean Lake,-110.800003,43.900002,14.4,Colter,1,1,1,0
19100,Upper High Point,-115.5,41.0,14.186499999999999,,5,0,4,1
19101,Upper Petrified Canyon,-119.199997,39.0,7.050000000000001,,3,2,2,1
19102,Verdi,-119.699997,41.700001,14.186499999999999,Truckee,1,1,1,0
19103,Virgin Valley,-117.800003,41.099998,14.4,Virgin Valley,24,21,21,3
19104,Warrior-Douglas,-117.300003,38.099998,14.186499999999999,Esmeralda,3,0,2,1
19105,Washoe (UCMP V-95002),-119.5,38.799999,7.050000000000001,,4,0,3,1
19106,Washoe (UCMP V-95003),-119.5,38.799999,7.050000000000001,,1,0,1,0
19107,Washoe (UCMP V-95004),-119.5,38.799999,7.050000000000001,,4,2,4,0
19108,Washoe (UCMP V-95005),-119.5,38.799999,7.050000000000001,,3,1,3,0
19109,Washoe (UCMP V-95006),-119.5,38.799999,7.050000000000001,,2,2,2,0
19115,Werner Homestead,-117.599998,44.799999,10.656500000000001,,1,1,1,0
19116,Westend Blowout,-119.28833,45.840557,7.050000000000001,Alkali Canyon,24,15,17,6
19117,West of the Rock Creek Bridge,-120.199997,44.900002,14.186499999999999,,2,0,2,0
19118,West of Whitehall (MV 6208),-112.0,46.0,14.186499999999999,Sixmile Creek,1,0,1,0
19119,West of Whitehall (MV 6210),-112.0,46.0,14.186499999999999,Sixmile Creek,1,0,1,0
19120,White Cliff,-110.5,45.799999,14.4,,1,1,1,0
19121,Whitetail,-105.0,48.799999,7.050000000000001,Flaxville Gravels,1,1,1,0
19122,Wildcat Creek,-117.5,43.599998,14.4,,1,0,1,0
19123,Willoughby Creek (Buff Silts),-114.199997,45.900002,8.6,,1,0,1,0
19124,Willoughby Creek (Gray Sands),-114.199997,45.900002,8.6,,1,1,1,0
19125,Willow Canyon,-118.300003,38.5,14.186499999999999,,1,1,1,0
19126,Willow Creek,-114.199997,45.900002,8.6,,1,1,1,0
19127,Woodruff Creek Canyon,-115.5,41.0,14.186499999999999,Raine Ranch,1,1,1,0
19129,Yerington,-118.300003,38.5,14.186499999999999,,8,5,7,1
19130,Abiquiu Formation Type Section,-107.0,36.5,14.186499999999999,,2,1,2,0
19131,"UCMP V-3617, Alder Spring",-121.459999,37.615002,14.186499999999999,Neroly,1,0,1,0
19132,Alvord Mountain (USGS D300),-117.0,34.799999,14.4,Barstow,1,1,1,0
19133,Alvord Mountain (USGS D301),-117.0,34.799999,14.4,Barstow,4,4,3,1
19134,Alvord Mountain (USGS D319),-117.0,34.799999,14.4,Barstow,1,1,1,0
19135,Alvord Mountain (Below USGS D319),-117.0,34.799999,14.4,Barstow,1,1,1,0
19136,Alvord Mountain (USGS D320),-117.0,34.799999,14.4,Barstow,2,1,2,0
19137,Alvord Mountain (USGS D321),-117.0,34.799999,14.4,Barstow,2,2,2,0
19138,Alvord Mountain (RV-6621),-117.0,34.799999,14.4,Barstow,2,2,2,0
19139,Alvord Powerline,-117.0,34.799999,17.4,Barstow,6,5,6,0
19140,Anderson Mine,-112.5,34.5,14.186499999999999,,2,1,2,0
19141,Argonaut,-117.0,34.799999,14.4,Barstow,11,7,11,0
19142,"UCMP V-3614, Arroyo Cayetano",-121.785004,37.779999,7.105,,1,0,1,0
19143,Arroyo Chamiso Prospect,-107.0,35.700001,17.4,"""Santa Fe""",1,1,1,0
19144,"""A"" Sites",-120.0,35.099998,14.186499999999999,Caliente,8,4,7,0
19145,Avawatz Mountains,-117.0,34.799999,10.95,Avawatz,20,15,16,3
19146,"UCMP 1082a, Bald Peak Site 1",-122.230003,37.887001,14.186499999999999,Siesta,3,1,3,0
19147,"UCMP V-2402, Bald Peak Site 2",-122.220001,37.884998,14.186499999999999,Siesta,1,1,1,0
19148,Ballinger Canyon 1,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19149,Ballinger Canyon 2,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19150,Ballinger Canyon 4,-119.0,34.299999,14.186499999999999,Caliente,1,0,1,0
19152,Barstow (CIT 288),-116.199997,34.476665,14.4,Barstow,1,1,1,0
19153,Barstow (Locality WS Bar 4),-117.0,34.799999,14.4,Barstow,4,3,4,0
19154,Barstow (Locality WS Bar 5),-117.0,34.799999,14.4,Barstow,2,1,2,0
19155,Barstow (Locality WS Bar 6),-117.0,34.799999,14.4,Barstow,2,1,2,0
19156,Barstow (RV-4701),-117.0,34.799999,14.4,Barstow,1,1,1,0
19157,Barstow (UCMP 1307),-117.0,34.799999,14.4,Barstow,1,1,0,1
19158,Barstow (UCMP 1396),-117.0,34.799999,14.4,Barstow,1,0,1,0
19159,Barstow (UCMP 1398),-117.0,34.799999,14.4,Barstow,1,1,1,0
19160,Barstow (UCMP 1401),-117.0,34.799999,14.4,Barstow,2,1,2,0
19161,Barstow (UCMP 2056),-117.0,34.799999,14.4,Barstow,2,0,2,0
19162,Barstow (UCMP 2057),-117.0,34.799999,14.4,Barstow,4,4,4,0
19163,Barstow (UCMP 2058),-117.0,34.799999,14.4,Barstow,1,0,1,0
19164,Barstow (UCMP 2060),-117.0,34.799999,14.4,Barstow,1,0,1,0
19165,Barstow (UCMP V-3840,-117.0,34.799999,14.4,Barstow,1,1,1,0
19166,Barstow (UCMP V-3849,-117.0,34.799999,14.4,Barstow,1,1,1,0
19167,Barstow (UCMP V-6454),-117.0,34.799999,14.4,Barstow,2,1,2,0
19168,Barstow (UCMP V-65131),-117.0,34.799999,14.4,Barstow,2,2,2,0
19169,Barstow (UCMP V-65133),-117.0,34.799999,14.4,Barstow,4,3,3,0
19170,Barstow (UCMP V-65135),-117.0,34.799999,14.4,Barstow,1,1,1,0
19171,Barstow (UCMP V-65148),-117.0,34.799999,14.4,Barstow,1,1,1,0
19172,Barstow (UCMP V-65149),-117.0,34.799999,14.4,Barstow,3,3,2,0
19173,Barstow (UCMP V-6605),-117.0,34.799999,14.4,Barstow,7,5,6,0
19174,Barstow (UCMP V-66152),-117.0,34.799999,14.4,Barstow,3,2,3,0
19175,Barstow (UCMP V-66153),-117.0,34.799999,14.4,Barstow,1,0,1,0
19176,Barstow (UCR V-6401),-117.0,34.799999,14.4,Barstow,1,1,1,0
19177,Bear Sp. 1,-109.599998,33.0,14.186499999999999,,3,0,2,1
19178,Bear Sp. 2,-109.599998,33.0,14.186499999999999,,2,0,2,0
19179,Bear Sp. 3,-109.599998,33.0,14.186499999999999,,3,0,3,0
19180,Bellshire,-122.099998,37.900002,10.95,Orinda,1,0,1,0
19181,Big Cat Quarry,-119.0,34.299999,10.95,MR Caliente,13,10,9,1
19182,Big Horse Quarry,-119.0,34.299999,10.95,MR Caliente,5,4,5,0
19183,Big Pine Fault 2,-119.0,34.299999,10.95,MR Caliente,1,0,1,0
19184,Bird Canyon (UCMP V-6450),-117.0,34.799999,14.4,Barstow,2,2,2,0
19185,"UCMP V-3310, Black Hawk Ranch",-121.910004,37.814999,10.95,Green Valley,21,18,12,9
19186,Black Mountain (Chamita Formation),-107.0,36.5,7.050000000000001,Chamita,4,4,2,2
19187,Black Rascal Creek,-120.599998,37.299999,7.050000000000001,Mehrten,1,1,1,0
19188,Blick Quarry,-107.0,35.700001,17.4,Zia Sand,11,9,7,4
19189,"Blickomylus Hill, Jemez Creek drainage",-107.0,35.700001,17.4,Zia Sand,1,1,0,1
19190,"UCMP 1035, Bolinger Canyon Site 1",-122.029999,37.799999,10.95,Orinda,1,1,1,0
19191,"UCMP 1042, Bolinger Canyon Site 2",-122.029999,37.799999,14.186499999999999,,1,0,1,0
19192,"UCMP 299, Bolinger Canyon Site 3",-122.029999,37.799999,10.95,Orinda,1,0,1,0
19193,Bonanza (Barstow),-117.0,34.799999,14.4,Barstow,18,12,14,0
19194,Boron,-117.686584,35.052204,17.4,Kramer Beds,10,6,10,0
19195,Brachycrus Quarry,-119.0,34.299999,14.4,Caliente,1,1,1,0
19197,Cache Peak (LACM(CIT) 498),-118.283333,35.191666,15.5,Bopesta,10,4,8,2
191975,Escobar Hill,-79.636787,9.030115,17.4,Cucaracha,1,1,1,0
19198,Cache Peak (LACM(CIT) 499),-118.5,35.299999,15.5,Bopesta,3,1,3,0
191985,UO 2993,-119.712219,44.520279,14.4,Mascall,2,1,0,2
19199,Cache Peak (LACM(CIT) 500),-118.272827,35.191883,15.5,Bopesta,3,1,3,0
19200,Cache Peak (LACM(CIT) 501),-118.257973,35.186672,15.5,Bopesta,8,3,8,0
19201,Cache Peak (LACM(CIT) 502),-118.252495,35.186604,15.5,Bopesta,12,5,9,2
19202,Cache Peak (LACM(CIT) 517),-118.278221,35.188972,15.5,Bopesta,2,2,2,0
19203,Cache Peak (LACM 1546),-118.235962,35.182842,15.5,Bopesta,1,1,1,0
19204,Cache Peak (LACM 4894),-118.5,35.299999,15.5,Bopesta,5,1,5,0
19205,Cache Peak (LACM(CIT) 4900),-118.5,35.299999,15.5,Bopesta,3,1,3,0
19206,Cache Peak (P-3643),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19207,Cache Peak (RV-8201),-118.5,35.299999,15.5,Bopesta,2,1,2,0
19208,Cache Peak (RV-8204),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19209,Cache Peak (RV-8205),-118.5,35.299999,15.5,Bopesta,2,1,2,0
19210,Cache Peak (RV-8206),-118.5,35.299999,15.5,Bopesta,1,0,1,0
19211,Cache Peak (RV-8208),-118.5,35.299999,15.5,Bopesta,1,0,1,0
19212,Cache Peak (RV-8212),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19213,Cache Peak (RV-8214),-118.5,35.299999,15.5,Bopesta,2,1,2,0
19214,Cache Peak (RV-8220),-118.239357,35.180214,15.5,Bopesta,3,1,3,0
19215,Cache Peak (RV-8224),-118.249878,35.18512,15.5,Bopesta,2,0,2,0
19216,Cache Peak (RV-8228),-118.255333,35.186172,15.5,Bopesta,1,1,1,0
19217,Cache Peak (RV-8229),-118.5,35.299999,15.5,Bopesta,3,1,3,0
19218,Cache Peak (RV-8230),-118.5,35.299999,15.5,Bopesta,2,2,2,0
19219,Cache Peak (RV-8232),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19220,Cache Peak (RV-8234),-118.5,35.299999,15.5,Bopesta,1,0,1,0
19221,Cache Peak (RV-8235),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19222,Cache Peak (RV-8241),-118.5,35.299999,15.5,Bopesta,1,0,1,0
19223,Cache Peak (RV-8242),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19224,Cache Peak (RV-8244),-118.5,35.299999,15.5,Bopesta,2,1,2,0
19225,Cache Peak (RV-8247),-118.5,35.299999,15.5,Bopesta,1,0,1,0
19226,Cache Peak (RV-8248),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19227,Cache Peak (RV-8249),-118.234459,35.182896,15.5,Bopesta,1,1,1,0
19228,Cache Peak (RV-8250),-118.5,35.299999,15.5,Bopesta,2,1,2,0
19229,Cache Peak (RV-8251),-118.5,35.299999,15.5,Bopesta,1,0,0,1
19230,Cache Peak (RV-8252),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19231,Cache Peak (RV-8253),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19232,Cache Peak (RV-8257),-118.5,35.299999,15.5,Bopesta,1,1,1,0
19233,Cady Mountains Horse Quarry,-117.0,34.799999,17.4,Hector,6,6,5,1
192332,Mint Canyon (CIT 102),-118.450211,34.463718,10.656500000000001,Mint Canyon,2,2,2,0
192333,Mint Canyon (CIT 99),-118.479919,34.470264,10.656500000000001,Mint Canyon,1,1,1,0
19234,Cajon Valley (LACM L.40),-117.0,34.799999,14.186499999999999,Crowder,1,1,1,0
19235,Cajon Valley (LACM L.400),-117.0,34.799999,15.5,Punchbowl,7,4,7,0
19236,Cajon Valley (UCMP B-3143),-117.0,34.799999,14.186499999999999,Crowder,1,0,1,0
19237,Cajon Valley (UCMP B-3144),-117.0,34.799999,15.5,Punchbowl,2,1,2,0
19238,Cajon Valley (UCMP B-3145),-117.0,34.799999,15.5,Punchbowl,1,0,1,0
19239,Cajon Valley (UCR RV-65256),-117.0,34.799999,14.186499999999999,Crowder,1,0,1,0
19240,Cajon Valley (UCR RV-6605),-117.0,34.799999,15.5,Punchbowl,2,1,2,0
19241,Cajon Valley (UCR RV-6628),-117.0,34.799999,15.5,Punchbowl,2,0,2,0
19242,Cajon Valley (UCR RV-6765),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19243,Cajon Valley (UCR RV-6766),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19244,Cajon Valley (UCR RV-6768),-117.0,34.799999,15.5,Punchbowl,1,0,1,0
19245,Cajon Valley (UCR RV-6770),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19246,Cajon Valley (UCR RV-6771),-117.0,34.799999,15.5,Punchbowl,1,0,1,0
19247,Cajon Valley (UCR RV-6984),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19248,Cajon Valley (UCR RV-6985),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19249,Cajon Valley (UCR RV-6986),-117.0,34.799999,15.5,Punchbowl,1,0,1,0
19250,Cajon Valley (UCR RV-6987),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19251,Cajon Valley (UCR RV-6989),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19252,Cajon Valley (UCR RV-6990),-117.0,34.799999,15.5,Punchbowl,3,2,3,0
19253,Cajon Valley (UCR RV-6991),-117.0,34.799999,15.5,Punchbowl,1,1,1,0
19254,Cajon Valley (UCR RV-6992),-117.0,34.799999,15.5,Punchbowl,5,2,5,0
19255,Cajon Valley (UCR RV-6993),-117.0,34.799999,15.5,Punchbowl,3,2,3,0
19256,Cajon Valley (UCR RV-6994),-117.0,34.799999,15.5,Punchbowl,2,1,2,0
19257,Cajon Valley (UCR RV-6995),-117.0,34.799999,15.5,Punchbowl,1,0,1,0
19258,Cajon Valley (UCR RV-69127),-117.0,34.799999,14.186499999999999,Crowder,1,1,1,0
19259,Cajon Valley (UCR RV-69128),-117.0,34.799999,14.186499999999999,Crowder,1,1,1,0
19260,Cajon Valley (UCR RV-69129),-117.0,34.799999,14.186499999999999,Crowder,1,0,1,0
19261,Cajon Valley (UCR RV-69130),-117.0,34.799999,15.5,Punchbowl,1,0,1,0
19262,Cajon Valley (UCR RV-69131),-117.0,34.799999,14.186499999999999,Crowder,1,0,1,0
19263,Cajon Valley (UCR RV-69132),-117.0,34.799999,15.5,Punchbowl,3,2,3,0
19264,Cajon Valley (UCR RV-69133),-117.0,34.799999,14.186499999999999,Crowder,1,0,1,0
19265,Cajon Valley (UCR RV-7005),-117.0,34.799999,15.5,Punchbowl,3,1,3,0
19266,Cajon Valley (UCR RV-7006),-117.0,34.799999,15.5,Punchbowl,3,2,3,0
19267,Cajon Valley (UCR RV-7675),-117.0,34.799999,14.186499999999999,Cajon Valley Beds,1,1,1,0
19268,"UCMP V-3638, Callahan Road Site 1",-121.389999,37.599998,7.105,,1,0,1,0
19269,"UCMP V-3639, Callahan Road Site 2",-121.389999,37.599998,7.105,,1,0,1,0
19270,"UCMP V-3640, Callahan Road Site 3",-121.389999,37.599998,7.105,,1,0,1,0
19271,Camel B. 3,-117.0,34.799999,14.4,Barstow,11,7,10,0
19272,Camel Canyon,-110.800003,32.900002,7.050000000000001,,11,7,6,5
19273,Camp Quarry,-117.0,34.799999,14.4,Barstow,1,1,1,0
19274,Canyada de Zia,-107.0,35.700001,14.4,Zia,5,4,2,3
19275,Canyada Pilares,-107.0,35.700001,17.4,Zia Sand,3,3,2,1
19276,Canyon West of Nettle Spring 1,-119.0,34.299999,10.95,MR Caliente,5,3,5,0
19277,Canyon West of Nettle Spring 2,-119.0,34.299999,10.95,NS Caliente,3,2,3,0
19278,Canyon West of Nettle Spring 3,-119.0,34.299999,10.95,NS Caliente,3,2,2,1
19279,Carnivore Canyon 4,-117.0,34.799999,14.4,Barstow,11,7,9,0
19280,Carnivore Canyon 5,-117.0,34.799999,14.4,Barstow,11,8,8,0
19281,Carnivore Canyon 6,-117.0,34.799999,14.4,Barstow,12,9,11,0
19282,Carnivore Canyon (UCMP V-6458),-117.0,34.799999,14.4,Barstow,1,1,1,0
19283,Carnivore Canyon (UCMP V-6459),-117.0,34.799999,14.4,Barstow,1,1,1,0
19284,Carnivore Canyon (UCMP V-6462),-117.0,34.799999,14.4,Barstow,3,3,3,0
19285,Cedar Hill (Rincon Valley Formation),-106.699997,32.0,7.050000000000001,Rincon Valley,1,1,1,0
19286,Ceja del Rio Puerco,-107.0,35.700001,12.850000000000001,Zia,13,10,10,3
19287,Chama-El Rito,-107.0,36.5,14.4,Tesuque,24,23,19,3
19288,Chamita Formation (Lower Brown Unit),-107.0,36.5,7.050000000000001,Chamita,4,3,3,1
19289,Chamita Formation (Lower Tuffaceous Zone),-107.0,36.5,7.050000000000001,Chamita,1,1,1,0
19290,Chamita Formation (Middle Brown Unit),-107.0,36.5,7.050000000000001,Chamita,2,2,2,0
19291,Chamita Formation (Upper Brown Unit),-107.0,36.5,7.050000000000001,Chamita,1,1,1,0
