title,year,doi,url,venue,authors,work_type,query_ids,source_apis
Research and application of new technologies for smart vehicles,2026,10.64632/jsde.eng.1.2026.718,https://doi.org/10.64632/jsde.eng.1.2026.718,JOURNAL OF SCIENCE AND DEVELOPMENT ECONOMICS,Do Van Dung; Phan Nguyen Qui Tam; Nguyen Van Tong Em; Nguyen Dinh Nhat,article,Q06,OpenAlex
Responsible Generative and Agentic Artificial Intelligence Frameworks for Autonomous Electric Vehicle Adoption,2026,,https://hdl.handle.net/10315/43641,York University Digital Library (York University),Abhinav Tiwari,dissertation,Q03,OpenAlex
"Revisiting Electric Mobility: How Individual Perceived Value Shapes Battery Electric Vehicle Adoption—Insights into Technophilia, Range Anxiety, and Battery Cost in China",2026,10.3390/wevj17070325,https://doi.org/10.3390/wevj17070325,World Electric Vehicle Journal,Haojie Jia; Haipeng Zhao; Yosuke Uchiyama,journal-article,Q09,Crossref
Secure group aggregation for privacy-protection federated learning,2026,10.1186/s42400-025-00443-9,https://doi.org/10.1186/s42400-025-00443-9,Cybersecurity,Yucheng Yan; Jia Yang,journal-article,Q02,Crossref
Secure Secret Sharing Protocol Against Network Data Remanence Side Channel Attacks,2026,10.1007/978-3-032-16342-4_20,https://doi.org/10.1007/978-3-032-16342-4_20,Lecture Notes in Computer Science,Prajwal Thakare; Akash Om Trivedi; Urbi Chatterjee,book-chapter,Q12,Crossref
Secure Vision-Unified Spoofing Prevention and Deepfake Identification Framework,2026,10.1109/nqcomp68334.2026.11497676,https://doi.org/10.1109/nqcomp68334.2026.11497676,"2026 International Conference on Next-Gen Quantum and Advanced Computing: Algorithms, Security, and Beyond (NQComp)",Lakkakula Ashwitha; Divya Prakash; Palla Gowtham; C.R. Dhivyaa,proceedings-article,Q16,Crossref
Sensors in Self-Driving Vehicles: A Detailed Literature Review and New Trends,2026,10.3390/s26072153,https://doi.org/10.3390/s26072153,Sensors,Patrik Viktor; Gabor Kiss,article,Q09,OpenAlex
Shaping the future of autonomous shuttles: a behavioural and policy-oriented Rapid Evidence Assessment (REA),2026,10.1016/j.trip.2026.102003,https://doi.org/10.1016/j.trip.2026.102003,Transportation Research Interdisciplinary Perspectives,Hisham Y. Makahleh; Tami Kalsi-Rogers; Emma J.S. Ferranti; Christopher D.F. Rogers,article,Q05,OpenAlex
"Shared roads, shared risks: Exploring micromobility, safety knowledge, and risk behaviors among campus road users",2026,10.1080/07448481.2026.2626147,https://doi.org/10.1080/07448481.2026.2626147,Journal of American College Health,Leomar White; Kayleigh Murray; Jaime A. Corvin,journal-article,Q01,Crossref
Short-Term Demand Forecasting in Mobility-on-Demand Systems: A Systematic Literature Review and Research Agenda,2026,10.20944/preprints202604.1278.v1,https://doi.org/10.20944/preprints202604.1278.v1,Preprints.org,Xiaoming Li; Thọ Lê,preprint,Q07,OpenAlex
Simulation of Battery Management System in Heavy Electric Vehicle,2026,10.55041/ijsrem63614,https://doi.org/10.55041/ijsrem63614,International Journal of Scientific Research in Engineering and Management,R.B.Mane R.B.Mane,journal-article,Q03,Crossref
Smoke production and detection from lithium ion battery powered e-scooter fires in a compartment,2026,10.1016/j.firesaf.2026.104780,https://doi.org/10.1016/j.firesaf.2026.104780,Fire Safety Journal,Amy Mensch; Emma Veley; Sebastian Seda; Artur Chernovsky,journal-article,Q10,Crossref
Spatiotemporal association analysis of incident data: a multi-temporal framework based on Geographically and Temporally Weighted Co-Location Quotient,2026,10.1080/10095020.2026.2612768,https://doi.org/10.1080/10095020.2026.2612768,Geo-spatial Information Science,Ling Li; Jianquan Cheng; Xiongfa Mai; Lian Duan; Liping Mo; Jie Tan,journal-article,Q16,Crossref
Spoofing Detection in NavIC: Behavioral Analysis of Key Observables and Insights from GEO/GSO Stability,2026,10.1007/s12647-026-00928-z,https://doi.org/10.1007/s12647-026-00928-z,MAPAN,Sheetal Tanna; Shweta Shah,journal-article,Q16,Crossref
State of health estimation and degradation analysis of lithium-ion battery pack through behavior analysis of electric vehicle driver,2026,10.1016/j.measurement.2026.121900,https://doi.org/10.1016/j.measurement.2026.121900,Measurement,Hyeonseok Seo; Jangkyum Kim; Kangsan Kim; Jaeyoung Cho; Bokyung Seo,journal-article,Q09,Crossref
Sustainable mobility in cities: Benchmarking level of service for shared micro-mobility services,2026,10.1016/j.jclepro.2026.147830,https://doi.org/10.1016/j.jclepro.2026.147830,Journal of Cleaner Production,Nidhi Kathait; Amit Agarwal,journal-article,Q13,Crossref
Sustainable Pathways for Electric Vehicle Battery Minerals Sourcing,2026,10.4324/9781003566779-9,https://doi.org/10.4324/9781003566779-9,Electric Vehicle Supply Chain Management,Michel-Meekman B. Ausse,book-chapter,Q09,Crossref
TCASKD: A Lightweight Hybrid Cryptosystem Using Tent Map and Cellular Automata for Secure Shared‐Key Derivation,2026,10.1002/spy2.70198,https://doi.org/10.1002/spy2.70198,SECURITY AND PRIVACY,Biswarup Yogi; Ajoy Kumar Khan,journal-article,Q01,Crossref
Technical note: Automated data extraction from autopsy reports using a custom Python script,2026,10.1016/j.forsciint.2025.112756,https://doi.org/10.1016/j.forsciint.2025.112756,Forensic Science International,Johannes Rødbro Busch; Carl Johan Wingren,journal-article,Q05,Crossref
"Technological Advances in Energy Storage: Environmental and Cyber Challenges, Opportunities and Threats—A Review",2026,10.3390/su18073230,https://doi.org/10.3390/su18073230,Sustainability,Piotr Filipowicz; Michał Dziuba; Bogdan Saletnik,article,Q06,OpenAlex
The European Battery Regulation and Digital Battery Passport: Prospects and Challenges,2026,10.3390/batteries12030097,https://doi.org/10.3390/batteries12030097,Batteries,Francesca Soavi; Alessandro Gregucci; A. Liverani; Shoayb Mojtahedi; Elisabetta Petri; Federico Mascetti; Francesco Capodarca; Elyes Bel Hadj Jrad,article,Q10,OpenAlex
The Evaluation of a Double-Spend Attack Probability for Ouroboros-like Proof-of-Stake Consensus,2026,10.3390/jcp6030080,https://doi.org/10.3390/jcp6030080,Journal of Cybersecurity and Privacy,Lyudmila Kovalchuk; Mariia Rodinko; Roman Oliynykov; Volodymyr Artemchuk,journal-article,Q02,Crossref
The Forensic Engine: Integrated Quality Control for Meta-Analytic Data Extraction at Scale,2026,10.31234/osf.io/fk87m_v1,https://doi.org/10.31234/osf.io/fk87m_v1,,Piers Steel; Hadi Fariborzi,posted-content,Q05,Crossref
The Politics of Open Infrastructures,2026,10.11647/obp.0528,https://doi.org/10.11647/obp.0528,Open Book Publishers,"Meyer, Katja; Mager, Astrid; Ridgway, Renée",book,Q06,OpenAlex
"The PULSE of Mobility: A Systematic Review of Privacy, Utility, and Long-Term Engagement in Sustainable Transport Apps",2026,10.2139/ssrn.6100372,https://doi.org/10.2139/ssrn.6100372,,Deepak Honnalli; Gowri Ramachandran; Kenan Degirmenci; Alexander Paz,posted-content,Q13,Crossref
The Use of Business Intelligence and Analytics in Electric Vehicle Technology: A Comprehensive Survey,2026,10.3390/electronics15020366,https://doi.org/10.3390/electronics15020366,Electronics,Alexandra Bousia,article,Q09,OpenAlex
"Toward the Irish Mobility Data Space: Challenges, Opportunities, and Requirements",2026,10.1007/978-3-032-10561-5_12,https://doi.org/10.1007/978-3-032-10561-5_12,,Rafiqul Haque; Diarmuid Ó Conchubhair; Muhammad Asif Razzak; Majjed Al-Qatf; Fatemeh Ahmadi Zeleti; Wassim Derguech; Edward Curry,book-chapter,Q06;Q07,OpenAlex
Towards inclusive mobility between innovation and social rights: the role of Smart Shared Mobility,2026,10.57230/ejplt261sv,https://doi.org/10.57230/ejplt261sv,European Journal of Privacy Law &amp; Technologies,Simona Viciani,journal-article,Q13,Crossref
Trading Returns for Privacy: Experimental Evidence from Financial Data Leaks,2026,10.2139/ssrn.6043154,https://doi.org/10.2139/ssrn.6043154,,Mehdi Louafi,posted-content,Q14,Crossref
Understanding Electric Scooter Fall Accidents Through Human–Vehicle–Environment Interactions: A Systematic Literature Review Using the Haddon Matrix,2026,10.3390/app16104855,https://doi.org/10.3390/app16104855,Applied Sciences,Clarista Josephine Nathania; Huiping Zhou; Tatsuru Daimon; Jieun Lee,article,Q05,OpenAlex
"Wazuh-Based Security Monitoring for Public Service Web Systems: Detection Effectiveness, Alert Latency, and Resource Overhead",2026,10.59562/jessi.v7i2.2636,https://doi.org/10.59562/jessi.v7i2.2636,"Journal of Embedded Systems, Security and Intelligent Systems",Mansur; Nurmi Hidayasari; Kasmawi; Zuliar Efendi,journal-article,Q10,Crossref
"Weighing Security, Privacy, and Economic Rationales in Cross-border Data Flow Regulation: The Case of Connected Vehicles Data in China, the U.S., and the EU",2026,10.2139/ssrn.6146818,https://doi.org/10.2139/ssrn.6146818,,LeTian Cheng; Milton Mueller,posted-content,Q12,Crossref
"What E-bikes Bring to Bikeshare: Evidence from a Longitudinal Analysis of Bikeshare Systems in San Francisco and Washington, D.C",2026,10.2139/ssrn.6504093,https://doi.org/10.2139/ssrn.6504093,,Duanya Lyu; Zehui Yin; Darren  M. Scott; Liang Zhai; Xiang Yan,posted-content,Q07;Q08,Crossref
Wireless Battery Management System with Data- Driven Modelling,2026,10.21203/rs.3.rs-9876967/v1,https://doi.org/10.21203/rs.3.rs-9876967/v1,,Debajit Kumar Sandilya,posted-content,Q11,Crossref
Wireless Battery Management System with Data-Driven Modelling,2026,10.2139/ssrn.6253388,https://doi.org/10.2139/ssrn.6253388,,Debajit Kumar Sandilya,posted-content,Q11,Crossref
16th Conference on Data Analysis Methods for Software Systems,2025,10.15388/damss.16.2025,https://doi.org/10.15388/damss.16.2025,Vilnius University Proceedings,Jolita Bernatavičienė,article,Q02;Q06,OpenAlex
2,2025,10.54477/lh.25192353.2025.2,https://doi.org/10.54477/lh.25192353.2025.2,Legal horizons,,paratext,Q02,OpenAlex
A Container-Native IAM Framework for Secure Green Mobility: A Case Study with Keycloak and Kubernetes,2025,10.3390/info16090802,https://doi.org/10.3390/info16090802,Information,Alexandre Sousa; Frederico Branco; Arsénio Reis; Manuel J. C. S. Reis,article,Q02;Q06,OpenAlex
"A Data-Driven Systematic Review of the Metaverse in Transportation: Current Research, Computational Modeling, and Future Trends",2025,10.32604/cmes.2025.067992,https://doi.org/10.32604/cmes.2025.067992,Computer Modeling in Engineering & Sciences,Cecília Castro; Víctor Leiva; Franco Basso,article,Q01;Q06,OpenAlex
A dataset of windows system binaries and similarity digests for enhanced forensic analysis,2025,10.1016/j.dib.2025.111993,https://doi.org/10.1016/j.dib.2025.111993,Data in Brief,Daniel Huici; Ricardo J. Rodríguez,journal-article,Q11,Crossref
A Digital Twin Framework to Improve Urban Sustainability and Resiliency: The Case Study of Venice,2025,10.3390/land14010083,https://doi.org/10.3390/land14010083,Land,Lorenzo Villani; Luca Gugliermetti; Maria Antonia Barucco; Federico Cinquepalmi,article,Q09,OpenAlex
A framework for smart circular logistics system adoption in electric vehicle manufacturing MSMEs in India,2025,10.1016/j.jclepro.2025.146317,https://doi.org/10.1016/j.jclepro.2025.146317,Journal of Cleaner Production,P. C. Jha; Pankaj Pankaj; Devika Kannan; Rashi Sharma; Rubina Mittal,article,Q10,OpenAlex
A Game-Theoretic Approach for Quantification of Strategic Behaviors in Digital Forensic Readiness,2025,10.3390/jcp5040105,https://doi.org/10.3390/jcp5040105,Journal of Cybersecurity and Privacy,Mehrnoush Vaseghipanah; Sam Jabbehdari; Hamidreza Navidi,journal-article,Q02,Crossref
A New Teg-Supported Thermal Management System of the Battery System for an Electric Vehicle,2025,10.2139/ssrn.5388698,https://doi.org/10.2139/ssrn.5388698,,Ahmet Mavi; Oguz Arslan,posted-content,Q03,Crossref
A Non-Destructive Technique for Extraction of Digital Data in Forensic Analysis,2025,10.22214/ijraset.2025.67302,https://doi.org/10.22214/ijraset.2025.67302,International Journal for Research in Applied Science and Engineering Technology,Kiran R Dodiya,journal-article,Q05,Crossref
A Novel Deep Learning-Based Framework for Real-Time Cyber Threat Detection and Prevention Using Network Traffic Analysis and Machine Learning Algorithms,2025,10.1109/icsit65336.2025.11295294,https://doi.org/10.1109/icsit65336.2025.11295294,"2025 International Conference on Sustainability, Innovation &amp;amp; Technology (ICSIT)",Jogender Singh; Nitin Kumar Singh,proceedings-article,Q16,Crossref
"A Review on Integrating IoT, IIoT, and Industry 4.0: A Pathway to Smart Manufacturing and Digital Transformation",2025,10.1049/ise2/9275962,https://doi.org/10.1049/ise2/9275962,IET Information Security,Fujun Qiu; Ashwini Kumar; Hu Jiang; Poorva Sharma; Yanping Tang; Y. Xiang; Jie Hong,review,Q03;Q06;Q10,OpenAlex
A review on WSN based resource constrained smart IoT systems,2025,10.1007/s43926-025-00152-2,https://doi.org/10.1007/s43926-025-00152-2,Discover Internet of Things,Shreeram Hudda; K. Haribabu,review,Q11,OpenAlex
A Secure and Efficient Cross-Platform P2P File Sharing System,2025,10.21467/proceedings.7.6.20,https://doi.org/10.21467/proceedings.7.6.20,AIJR Proceedings,Urmila; Shubham,proceedings-article,Q06,Crossref
A smart e-scooter with embedded estimation of rear vehicle trajectories for rider protection,2025,10.1016/j.ymssp.2024.111786,https://doi.org/10.1016/j.ymssp.2024.111786,Mechanical Systems and Signal Processing,Hamidreza Alai; Woongsun Jeon; Lee Alexander; Rajesh Rajamani,journal-article,Q10,Crossref
"A Survey on Edge Computing (EC) Security Challenges: Classification, Threats, and Mitigation Strategies",2025,10.3390/fi17040175,https://doi.org/10.3390/fi17040175,Future Internet,Abdul Manan Sheikh; Md. Rafiqul Islam; Mohamed Hadi Habaebi; Suriza Ahmad Zabidi; Athaur Rahman Najeeb; Adnan Kabbani,article,Q09,OpenAlex
"A Survey on Edge Computing (Ec) Security Challenges: Classification, Threats, and Mitigation Strategies",2025,10.20944/preprints202502.1500.v1,https://doi.org/10.20944/preprints202502.1500.v1,Preprints.org,Abdul Manan Sheikh; Md. Rafiqul Islam; Mohamed Hadi Habaebi; Suriza Ahmad Zabidi; Athaur Rahman Najeeb; Adnan Kabani,preprint,Q09,OpenAlex
A Systematic Literature Review on Cyber Security and Privacy Risks in MaaS (Mobility-as-a-Service) Systems,2025,10.3390/info16070514,https://doi.org/10.3390/info16070514,Information,Rahime Belen-Saglam; Haiyue Yuan; Maria Sophia Heering; Ramsha Ashraf; Shujun Li,article,Q01,OpenAlex
"A Systematic Review on the IEEE 1451 Standards: Current Status, Challenges and Opportunities",2025,10.36227/techrxiv.174535594.43168225/v1,https://doi.org/10.36227/techrxiv.174535594.43168225/v1,,Geoffrey Spencer; Pedro Torres; Gil Gonçalves,review,Q03,OpenAlex
A transformer guided multi modal learning framework for predictive and causal assessment of thermal runaway in high energy batteries,2025,10.1038/s41598-025-20886-x,https://doi.org/10.1038/s41598-025-20886-x,Scientific Reports,Sameer Sheshrao Gajghate; M. M. Noor; Subhash Kumar; Premendra J. Bansod; Sagar Shelare; Keval Chandrakant Nikam; Laxmikant D. Jathar; Milon Selvam Dennison,article,Q10,OpenAlex
About the Editors,2025,10.1002/9781394289233.about,https://doi.org/10.1002/9781394289233.about,Thermal Battery Management System for Hybrid and Electric Vehicles,,other,Q03,Crossref
Active and Micromobility Ecosystems,2025,10.1201/9781003357803-8,https://doi.org/10.1201/9781003357803-8,Shifting Mobility,Dewan Masud Karim,book-chapter,Q01,Crossref
Adaptive Cruise Control under threat: A stochastic active safety analysis of sensing attacks in mixed traffic,2025,10.1016/j.aap.2024.107813,https://doi.org/10.1016/j.aap.2024.107813,Accident Analysis &amp; Prevention,Zihao Li; Yang Zhou; Jiwan Jiang; Yunlong Zhang; Mihir Mandar Kulkarni,journal-article,Q16,Crossref
Advanced forensic recovery of deleted file data in F2FS,2025,10.1016/j.fsidi.2025.301976,https://doi.org/10.1016/j.fsidi.2025.301976,Forensic Science International: Digital Investigation,Junghoon Oh; Hyunuk Hwang,journal-article,Q05,Crossref
Advancing Sustainable Tourism Through Smart Wheelchair Optimization: A Mixed-Integer Linear Programming Framework for Inclusive Travel,2025,10.3390/su17219458,https://doi.org/10.3390/su17219458,Sustainability,Pannee Suanpang; Thanatchai Kulworawanichpong; Chanchai Techawatcharapaikul; Pitchaya Jamjuntr; Fazida Karim; Kittisak Wongmahesak,article,Q03,OpenAlex
Advancing the Regenerative Braking Systems of New Energy Vehicles: A Comprehensive State‐of‐the‐Art Review,2025,10.1155/er/3460776,https://doi.org/10.1155/er/3460776,International Journal of Energy Research,Huang Guozhong; Wenzhao Li; Xuehong Gao; Lingyun Xiao; Wang Yan; Dong Honglei,article,Q10,OpenAlex
Agent-Specific Privacy Layer Architecture for Privacy-Preserving Data Transfer in Autonomous AI Systems: A Theoretical Framework and Design Specification,2025,10.36227/techrxiv.174918314.46057664/v1,https://doi.org/10.36227/techrxiv.174918314.46057664/v1,,Aarshiya Khandelwal,posted-content,Q07,Crossref
