registry_row,country_code,name,location,system_id,website_domain,auto_discovery_domain,supported_versions,authentication_type,auto_discovery_status,auto_discovery_sha256,declared_version,feed_names,has_vehicle_status,vehicle_status_status,vehicle_status_sha256,vehicle_count,vehicle_field_names,has_vehicle_id,has_location_fields,has_last_reported,has_battery_percent,has_range,has_deep_link,vehicle_types_status,vehicle_types_sha256,vehicle_type_count,form_factors,propulsion_types,motorized_declared,fetched_at_utc,error_stage,error_message
41,BA,Zenica,Zenica,nextbike_bz,nextbike.ba,gbfs.nextbike.net,2.3,,200,46eb2a12de5c064bac6a760afde062c402a06ceac018bc7a2edddec4d6498b4f,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,e72ab77946486bcc642861b06d13ddaac5fd5b5322a5bfc618cad3cf380719cf,54,bike_id;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,false,false,true,200,1619e375d552698287634aff144e3dfdf64a87910a740de1b9c210a90c68b459,1,bicycle,human,false,2026-07-13T15:58:01.655589+00:00,,
42,BE,Bird Antwerp,Antwerp,bird-antwerp,bird.co,mds.bird.co,1.1 ; 2.3,,200,fba4b443067968a2377845d0f08a9819b5ff69e3ed6f284d6e5ebaebc512327f,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,2c77aef1df5afb6262662fdd66be2017667e228007de8c62cdf2c9eb80a28570,0,,false,false,false,false,false,false,200,d8cadb6c7456a495b78afe8845528d355cd2cf28cba5ff110ae4484c78239750,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:02.148903+00:00,,
43,BE,Blue-bike,Antwerp,bluebike,blue-bike.be,api.delijn.be,2.3,,200,c50141b929efcd9097552f4dcbe62447328430e7b98ef615aac9fc5295fc0965,2.3,geofencing_zones;station_information;station_status;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,5f950ec7ec8b167fc7c4402b9e941d01d7a577ea160b5604edb5fd14a8122104,1,bicycle,human,false,2026-07-13T15:58:02.297769+00:00,,
44,BE,Bolt Technology OÜ,Brussels,BoltEU_Brussels,bolt.eu,mds.bolt.eu,1.0 ; 2.3 ; 3.0,,200,ec26f15cf8e76f7380c78f0bf3d14b119b2e3330122545fbd2b4d7392a0076ed,3.0,gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,0c922da92b96d80ca4442811daef9aac0be6285a919539d54b3b72a8755f6d0b,5269,current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,true,true,true,200,8ac3c3770c65abdf97ad6e71ea0e6cadf7517327baedc0563bde20cbdb3577ef,27,bicycle;scooter_standing,electric;electric_assist;human,true,2026-07-13T15:58:03.119600+00:00,,
45,BE,Donkey Republic Antwerp,Antwerp,donkey_antwerp,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,03d41d2120f9a451d5b28f34ace5cc964cacf0824cc7cbeaed639bf33e057a45,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,22efcad3b1a0701ed594e25e54ac1ab8a2e1d536a695b86f1d7a0fa12d2c9b1d,1447,current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,true,true,true,200,b3d0e6a4bd3e92b95327571f1eb4a6c06b6c637fb07fbe89327fdb31444fa675,2,bicycle,electric_assist;human,true,2026-07-13T15:58:03.285191+00:00,,
46,BE,Donkey Republic Ghent,Ghent,donkey_gh,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,0f63dbca72f238e37e456c41c7c907023e3a528f16c3e4ed67f617705133177e,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,c0b102647ee645c44ed57543fffcad485ce4396296afdef235131f79a091efc7,751,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,167b93cf02ce4e1b09561a71d1b0c492a4537cf2a63dfc5aabcaf5056210bcd1,1,bicycle,human,false,2026-07-13T15:58:03.346966+00:00,,
47,BE,Donkey Republic Kortrijk & Leiedal,Kortrijk & Leiedal,donkey_kortrijk_leiedal,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,188680b99bb61d9c304a41d6d7df407bfe7358ba5f3c6e398298b9c492d9ab54,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,361894df820f94f91a5674e470ea320e0ced95fcca21448aa68c4f516e6d3591,0,,false,false,false,false,false,false,200,b551ad28df48201a949216ddaa92dfac95ae5f65f4580dddf75737404ca182dd,0,,,false,2026-07-13T15:58:03.406378+00:00,,
48,BE,Donkey Republic Westhoek,Westhoek,donkey_westhoek,donkey.bike,stables.donkey.bike,1.0 ; 2.3 ; 3.0,,200,b7fc10a83466e60310d27b10d87b18f813934e0e9d62e5580e07853f868bd3f9,3.0,gbfs_versions;station_information;station_status;system_information;system_pricing_plans;system_regions;vehicle_status;vehicle_types,true,200,190cdcbf0cd4663a79680e8c169b3d44015cb1c6c0e701fd4745fa4bd7bf66ee,86,is_disabled;is_reserved;last_reported;lat;lon;rental_uris;station_id;vehicle_id;vehicle_type_id,true,true,true,false,false,true,200,2d233c6021845404190fa43ee2745b08746784b975203685c7fde6f8a53b4167,2,bicycle,electric_assist;human,true,2026-07-13T15:58:03.413902+00:00,,
49,BE,Dott Aalst,Aalst,dott-aalst,ridedott.com,gbfs.api.ridedott.com,2.3,,200,afcded609c147ddb8c8c522366872e4d4f04ea0f3e8b9f944de9eb55aaef6902,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f841df16d72881a375d5f416c053716a6f40cedc4b74ad87cf7b397215a00513,782,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T15:58:03.530830+00:00,,
50,BE,Dott Brussels,Brussels,dott-brussels,ridedott.com,gbfs.api.ridedott.com,2.3,,200,3bbcac766726872f74a39420b27ced4cfcf0587903460a701b5ec9851d1a26b5,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,365800876614a733f86f52151a221da0ee565d3b7fa2ed61d8c17c5ef37e67ea,5436,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,3330a70e3b3d13c8bee93daafab50b7c02d8a252a1213d21eafa551c7f1c3b75,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:03.546897+00:00,,
51,BE,Dott Charleroi,Charleroi,dott-charleroi,ridedott.com,gbfs.api.ridedott.com,2.3,,200,96551c9fb95a4dd5af934cc7c3046ad3de0434a20461287ac9cf58462f3d90f7,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,78b7c7c0ae2c52875e1003d598d8be7eeba5dce9e7c0c98c558749e02218ed60,422,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,52a7916c43a9fb5cdc9da7664c166d3c0d75bb3ccce2ed80393466c3da08afe1,1,scooter,electric,true,2026-07-13T15:58:03.648010+00:00,,
52,BE,Dott Ghent,Ghent,dott-ghent,ridedott.com,gbfs.api.ridedott.com,2.3,,200,fa38daa542f092688b1fc2d93096914d40c974b1cec20e40164232ff3751ea5e,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,cc1ed31ff6e00789dcd863ad382da4175fc79bb75e583ba8f83bd71261f024c4,761,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,9b84f421a1354fe93f3f1cdd997d01863d1c2ab0aaf03ac455d81a7678643b29,1,bicycle,electric_assist,true,2026-07-13T15:58:03.680623+00:00,,
53,BE,Dott Kortrijk,Kortrijk,dott-kortrijk,ridedott.com,gbfs.api.ridedott.com,2.3,,200,afcded609c147ddb8c8c522366872e4d4f04ea0f3e8b9f944de9eb55aaef6902,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f841df16d72881a375d5f416c053716a6f40cedc4b74ad87cf7b397215a00513,782,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T15:58:03.774072+00:00,,
54,BE,Dott Liege,Liege,dott-liege,ridedott.com,gbfs.api.ridedott.com,2.3,,200,c89bfd41b287b89d092e8348fa9561f8dc481b1f2b68468c1fd2a145a74291de,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,2ccccd7955d02db3b0eb0ca393ba5e08f1048319ba8a2a4c6b2d3530c05e1998,647,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,d63c67607aeca7a950bdea64d6ff5d13462dd7a2cf2ba73c89c7820a2de11fe0,2,bicycle;scooter,electric;electric_assist,true,2026-07-13T15:58:03.854456+00:00,,
55,BE,Felyx Antwerp,Antwerp,cooltra_antwerp,cooltra.com,maas.zeus.cooltra.com,3.0,,200,efbb4ea3e766700107b326a60ddc3a38b09fb192eae479f824e8a77909cd9a78,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,79e29b2d66f2806cfdf20c31e79ed6c19024a45a3129cb8a66c5225896705f45,195,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T15:58:04.349804+00:00,,
56,BE,Felyx Brussels,Brussels,cooltra_brussels,cooltra.com,maas.zeus.cooltra.com,3.0,,200,f3c6a1bbf57fbe061cd76ee31bfd642fcfc06b087355dff24acd56c200c731dc,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,588af7360ca44a16f91ce9e02e525785e8a7a5202c1a217787ff79395adec703,211,current_range_meters;is_disabled;is_reserved;last_reported;last_updated;lat;lon;pricing_plan_id;system_id;vehicle_id;vehicle_type_id,true,true,true,false,true,false,200,d768c470903bcee79c85f72518cbf817a78db9a2630e25bf14a5264982e99c18,5,bicycle;moped,electric;electric_assist,true,2026-07-13T15:58:04.359610+00:00,,
57,BE,Getaround Aalst,Aalst,getaround_aalst,getaround.com,getaround.com,3.0,,200,d6641f4243165a2c7b906f7d96f6a8fc39bcc655c16e886bbf903d43abacb56a,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,3a653614bfe934b54c2632bfd4b5265afd8c328aa03cf7fe07eb2515ae681a00,3,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,b6b1329189b624feaf08bceaf2bad6dbc8e6ca17a464a2f4093d52753e030bd9,3,car,combustion;hybrid,true,2026-07-13T15:58:04.460768+00:00,,
58,BE,Getaround Antwerpen,Antwerpen,getaround_antwerpen,getaround.com,getaround.com,3.0,,200,5437178e3fef125303e6bb48777756e7865abb3b030acd3b955bbbabb7d464b8,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,93a99c83b994916ea35e5034c7fe9c95c33ca24c726c8b602d7d54fac8414ff8,14,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,879569db8a93404263862ec5c6791f3fb8e82d347f231a3660b532735de0af14,14,car,combustion;combustion_diesel,true,2026-07-13T15:58:04.674909+00:00,,
59,BE,Getaround Charleroi,Charleroi,getaround_charleroi,getaround.com,getaround.com,3.0,,200,1388f7b12f9e70c091954ba61623372caa145d275a30b2c3eddcb636483dc25b,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,ae74dcb99342b302531327ec696037587b57f2a0500958d62fd0262321af6800,12,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,82dd75ca7fde2e59472c146d625fe017122e04bc0ff1216cf87bc4579592a918,12,car,combustion;hybrid,true,2026-07-13T15:58:04.691684+00:00,,
60,BE,Getaround Gent,Gent,getaround_gent,getaround.com,getaround.com,3.0,,200,8fc6eea7c9f90a6dbd397a008f84707f8046f8efe151bc6be65fb7d3121d30a6,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,153e0e01041e21fecc1c8211de8389b2b55340ce2f584ea58f4f08a9db7a6eff,4,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,6b0ed127804c6bb0d47009e6b9174495117d0094d8686a75600d8bbde13a7d4f,4,car,combustion;combustion_diesel;electric,true,2026-07-13T15:58:04.860586+00:00,,
61,BE,Getaround Hove,Hove,getaround_hove,getaround.com,getaround.com,3.0,,200,cf91d345675fc2e2a2cb264cfacc03107a0d3aa7bb87320fe2d37ee3a81852fa,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,8730d55929a340d196722efffebed7ec977bc7ca3fab66f7879dc713652413ff,5,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,5cd6708dc58a6138f0d58f63e288eb2361adc1f319006cb0dafc652a16773e00,5,car,combustion,true,2026-07-13T15:58:05.005105+00:00,,
62,BE,Getaround Leuven,Leuven,getaround_leuven,getaround.com,getaround.com,3.0,,200,14818eeb5de78f937ae3c6319055b8262867d9ea49dc59f08b2e2923d8dd6f41,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,24784a5cfa5fec2488cf0ce4d43d332cfe722dc2ef290196afaf386116509a59,2,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,25854798444db05da2dc6406679618622559776ce002c4371650e6f9b179736b,2,car,combustion;combustion_diesel,true,2026-07-13T15:58:05.082914+00:00,,
63,BE,Getaround Mechelen,Mechelen,getaround_mechelen,getaround.com,getaround.com,3.0,,200,a822d0b8fc5f05650c951e65b1453f2fcbedb3ef5eb278a962fe0fb2379eeb7d,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,ed3e2265ab80971196e0c869bb1865c8fde22a593dd084332ed4db3fa34fa889,2,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,1246f5ef49fa75387bf020b0622fd369ab1ef27ba0eac52ce19192061386ccaf,2,car,combustion,true,2026-07-13T15:58:05.128492+00:00,,
64,BE,Getaround Seraing,Seraing,getaround_seraing,getaround.com,getaround.com,3.0,,200,ec07242e01627d563787f6a68fb370c178d01753effcc9c378e422d06011afef,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,d36786188c3fe706ab0efbafba1d45da3ab8f90ce39e7ad1c9b7aea34fb1bd08,25,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,f50c3e2b951751aff4f5fbc359f53158049cffe1895cb5287bad8006551d69bc,25,car,combustion;combustion_diesel,true,2026-07-13T15:58:05.169416+00:00,,
65,BE,Getaround Waterloo,Waterloo,getaround_waterloo,getaround.com,getaround.com,3.0,,200,eb713bff0d3fd27265d6855c8dee50308725858a85a4c1a65e06d90577a57e30,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,2207094187440d3411c01499d2e41ede46401c0fd8ba5ecefb05b0b2ae0d0d22,5,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,70dbb9e568d5c3a1b2f358accec5f06c273192225293488115dffddfb8120269,5,car,combustion_diesel,true,2026-07-13T15:58:05.174551+00:00,,
66,BE,Li Bia Velo,Namur,namur,libiavelo.be,api.cyclocity.fr,2.3 ; 3.0,,200,c8b986985426bbb74b8cab3ca810953daad784e6c3c9fc78915436c17f6b0395,3.0,gbfs_versions;station_information;station_status;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,a7e7294313706aaba5b9793d59ae521946b11d8d20ab866b1027522edd100767,1,bicycle,human,false,2026-07-13T15:58:05.283950+00:00,,
67,BE,Lime Antwerp,Antwerp,lime_antwerp,li.me,data.lime.bike,2.2,,200,79b846303481ec2fd91453707db95d0f70b2fb9f3576835f2ecf24fcdd27fc66,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,573c142590312ccb2e505aade65f5779e09835c52c775c7f36088a73edc65fd2,777,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,e0b3c842acb4aaad1eefd533fcaa56ceeba328046bcf8b37921eb493f3c1b3a9,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:58:05.322907+00:00,,
68,BE,Lime Brussels,Brussels,lime_brussels,li.me,data.lime.bike,2.2,,200,61ebd98eed8e57aec51b40f8df7e077545e8af6b76e95df7fd2eac19a56ecb7b,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,9745f0f1e5e8305adeec85e8bf3bf71330602f0a9cf0335c0cfb9dd6f28b57e0,0,,false,false,false,false,false,false,200,e0b3c842acb4aaad1eefd533fcaa56ceeba328046bcf8b37921eb493f3c1b3a9,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:58:05.427211+00:00,,
69,BE,Lime Kortrijk,Kortrijk,lime_kortrijk,li.me,data.lime.bike,2.2,,200,6bab42ea81203ff025bf3fab9ba8494727599537df7a8ba5c03b4065b843d632,2.2,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,dc19a21af77f97b4ac03bb2e18d687605e643d22ce44e18554fad2c8073103c9,222,bike_id;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type;vehicle_type_id,true,true,true,false,true,false,200,e0b3c842acb4aaad1eefd533fcaa56ceeba328046bcf8b37921eb493f3c1b3a9,4,bicycle;scooter,electric;electric_assist;human,true,2026-07-13T15:58:05.458048+00:00,,
70,BE,nextbike BE Vlaamse Rand,Brussels region,nextbike_hf,nextbike.be,gbfs.nextbike.net,2.3,,200,93b4ab417ec34cc00aa56e3797772324fd877c7db4042363312ca2558ae968eb,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,73a129f02f0982d2278d8282bb33409b34476069d5246d8e86a4947a27b83c19,252,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,179779f0d42fbc17918ede13d236a99e633d2284abbe821facb094985be624ee,2,bicycle,electric_assist;human,true,2026-07-13T15:58:05.485855+00:00,,
71,BE,Pony Brussels,Brussels,pony_brussels,getapony.com,gbfs.getapony.com,2.2,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:58:05.587479+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 400: Bad Request
72,BE,Pony Charleroi,Charleroi,pony_Charleroi,getapony.com,gbfs.getapony.com,2.2,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:58:05.604408+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 400: Bad Request
73,BE,Pony Liège,Liege,pony_liège,getapony.com,gbfs.getapony.com,2.2,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:58:05.610505+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 400: Bad Request
74,BE,Velo Antwerpen,Antwerp,cc_smartbike_antwerp,velo-antwerpen.be,gbfs.smartbike.com,2.0,,200,fb2ffddd8b73fb34c186edffb6bd0d46b5efaf146fb05f4197d2d31189064bd8,2.0,station_information;station_status;system_information,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:58:05.633790+00:00,,
75,BE,Villo,Brussels,bruxelles,villo.be,api.cyclocity.fr,2.3 ; 3.0,,200,a6d9c6b6e63c1f82a0c56af387342e975f95450898a236c80a59a34833977759,3.0,gbfs_versions;station_information;station_status;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,f805c30ea969e695ea1e19435b2204eacbd4c36f3f85ada81f93dab05ea0b1d9,2,bicycle,electric_assist;human,true,2026-07-13T15:58:05.656702+00:00,,
