name,haplotype,pop,region,chrom,start,end,mean_prob,ND_type,Altai,Vindija,Denisova,Chagyrskaya,closest_reference,strict_overlap,segment_length,analysis_group
HGDP00606,hap2,Druze,MIDDLE_EAST,chr9,133405000,133441000,0.94199,Neanderthal,3,11,0,12,Chagyrskaya,False,36000,Middle East
HGDP00606,hap2,Druze,MIDDLE_EAST,chr9,133483000,133521000,0.8505,Neanderthal,3,3,0,3,Tie,False,38000,Middle East
HGDP01253,hap1,Mozabite,MIDDLE_EAST,chr9,133483000,133503000,0.89444,Neanderthal,2,6,0,3,Vindija,False,20000,Middle East
HGDP01254,hap1,Mozabite,MIDDLE_EAST,chr9,133300000,133484000,0.98643,Neanderthal,37,56,0,51,Vindija,False,184000,Middle East
HGDP01254,hap2,Mozabite,MIDDLE_EAST,chr9,133184000,133225000,0.86427,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Middle East
HGDP01256,hap2,Mozabite,MIDDLE_EAST,chr9,133481000,133509000,0.83904,Neanderthal,2,2,0,2,Tie,False,28000,Middle East
HGDP01257,hap1,Mozabite,MIDDLE_EAST,chr9,133184000,133225000,0.86856,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Middle East
HGDP01258,hap1,Mozabite,MIDDLE_EAST,chr9,133483000,133503000,0.89444,Neanderthal,2,6,0,3,Vindija,False,20000,Middle East
HGDP01258,hap2,Mozabite,MIDDLE_EAST,chr9,133300000,133484000,0.98643,Neanderthal,37,56,0,51,Vindija,False,184000,Middle East
HGDP01260,hap2,Mozabite,MIDDLE_EAST,chr9,133184000,133225000,0.86427,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Middle East
HGDP01261,hap1,Mozabite,MIDDLE_EAST,chr9,133181000,133225000,0.86487,Neanderthal,1,1,0,3,Chagyrskaya,False,44000,Middle East
HGDP01264,hap2,Mozabite,MIDDLE_EAST,chr9,133228000,133251000,0.88091,Neanderthal,4,4,0,4,Tie,True,23000,Middle East
HGDP01266,hap2,Mozabite,MIDDLE_EAST,chr9,133301000,133340000,0.95792,Neanderthal,7,10,0,11,Chagyrskaya,False,39000,Middle East
HGDP01269,hap1,Mozabite,MIDDLE_EAST,chr9,133257000,133307000,0.94194,Neanderthal,7,3,4,4,Altai,True,50000,Middle East
HGDP01269,hap2,Mozabite,MIDDLE_EAST,chr9,133184000,133225000,0.86375,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Middle East
HGDP01274,hap2,Mozabite,MIDDLE_EAST,chr9,133184000,133225000,0.84688,Neanderthal,1,1,0,3,Chagyrskaya,False,41000,Middle East
HGDP01280,hap2,Mozabite,MIDDLE_EAST,chr9,133257000,133307000,0.94194,Neanderthal,7,3,4,4,Altai,True,50000,Middle East
HGDP01282,hap1,Mozabite,MIDDLE_EAST,chr9,133483000,133503000,0.89444,Neanderthal,2,6,0,3,Vindija,False,20000,Middle East
HGDP00682,hap1,Palestinian,MIDDLE_EAST,chr9,133192000,133243000,0.96113,Neanderthal,4,4,0,4,Tie,True,51000,Middle East
HGDP00689,hap1,Palestinian,MIDDLE_EAST,chr9,133301000,133479000,0.99157,Neanderthal,37,56,0,51,Vindija,False,178000,Middle East
HGDP00722,hap2,Palestinian,MIDDLE_EAST,chr9,133301000,133479000,0.99156,Neanderthal,37,56,0,51,Vindija,False,178000,Middle East
HGDP00732,hap1,Palestinian,MIDDLE_EAST,chr9,133483000,133502000,0.91204,Neanderthal,2,6,0,3,Vindija,False,19000,Middle East
HGDP00734,hap1,Palestinian,MIDDLE_EAST,chr9,133076000,133088000,0.84979,Neanderthal,4,3,1,4,Tie,False,12000,Middle East
HGDP00656,hap1,Bougainville,OCEANIA,chr9,133103000,133141000,0.94206,Neanderthal,12,9,0,12,Tie,False,38000,Oceania
HGDP00656,hap1,Bougainville,OCEANIA,chr9,133231000,133482000,0.97038,Neanderthal,42,48,0,53,Chagyrskaya,True,251000,Oceania
HGDP00656,hap2,Bougainville,OCEANIA,chr9,133079000,133124000,0.94451,Neanderthal,13,12,2,13,Tie,False,45000,Oceania
HGDP00660,hap2,Bougainville,OCEANIA,chr9,133009000,133070000,0.96194,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00664,hap1,Bougainville,OCEANIA,chr9,133090000,133140000,0.90539,Neanderthal,14,11,0,14,Tie,False,50000,Oceania
HGDP00664,hap2,Bougainville,OCEANIA,chr9,133055000,133124000,0.85217,Neanderthal,12,11,2,12,Tie,False,69000,Oceania
HGDP00788,hap2,Bougainville,OCEANIA,chr9,133079000,133141000,0.97811,Neanderthal,17,13,0,17,Tie,False,62000,Oceania
HGDP00548,hap1,PapuanHighlands,OCEANIA,chr9,132971000,133084000,0.93523,Neanderthal,22,20,19,22,Tie,False,113000,Oceania
HGDP00549,hap1,PapuanHighlands,OCEANIA,chr9,133010000,133070000,0.96457,Neanderthal,22,21,14,23,Chagyrskaya,False,60000,Oceania
HGDP00549,hap2,PapuanHighlands,OCEANIA,chr9,133009000,133070000,0.96224,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00550,hap1,PapuanHighlands,OCEANIA,chr9,133022000,133062000,0.89425,Neanderthal,19,18,14,19,Tie,False,40000,Oceania
HGDP00551,hap1,PapuanHighlands,OCEANIA,chr9,133009000,133070000,0.96224,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00553,hap1,PapuanHighlands,OCEANIA,chr9,132971000,133062000,0.95206,Both,19,18,19,19,Tie,False,91000,Oceania
HGDP00554,hap2,PapuanHighlands,OCEANIA,chr9,133010000,133070000,0.96214,Neanderthal,22,21,14,23,Chagyrskaya,False,60000,Oceania
HGDP00555,hap1,PapuanHighlands,OCEANIA,chr9,133009000,133165000,0.9406,Neanderthal,30,27,14,31,Chagyrskaya,False,156000,Oceania
HGDP00555,hap2,PapuanHighlands,OCEANIA,chr9,133079000,133153000,0.91156,Neanderthal,23,21,1,23,Tie,False,74000,Oceania
HGDP00540,hap1,PapuanSepik,OCEANIA,chr9,133009000,133070000,0.96245,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00540,hap2,PapuanSepik,OCEANIA,chr9,133009000,133070000,0.96245,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00541,hap1,PapuanSepik,OCEANIA,chr9,133009000,133070000,0.96196,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00541,hap2,PapuanSepik,OCEANIA,chr9,133009000,133025000,0.85323,Neanderthal,1,1,0,1,Tie,False,16000,Oceania
HGDP00542,hap2,PapuanSepik,OCEANIA,chr9,133019000,133062000,0.942,Neanderthal,19,18,14,19,Tie,False,43000,Oceania
HGDP00543,hap2,PapuanSepik,OCEANIA,chr9,133009000,133070000,0.96196,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00544,hap1,PapuanSepik,OCEANIA,chr9,133009000,133071000,0.95509,Neanderthal,22,21,14,23,Chagyrskaya,False,62000,Oceania
HGDP00545,hap1,PapuanSepik,OCEANIA,chr9,133009000,133025000,0.8555,Neanderthal,1,1,0,1,Tie,False,16000,Oceania
HGDP00545,hap2,PapuanSepik,OCEANIA,chr9,133009000,133070000,0.96197,Neanderthal,22,21,14,23,Chagyrskaya,False,61000,Oceania
HGDP00546,hap2,PapuanSepik,OCEANIA,chr9,133008000,133035000,0.86975,Neanderthal,3,2,1,3,Tie,False,27000,Oceania
